Residencia,Sexo,Edad,Educacion,ing_fam,Transporte,Eficiencia,Seguridad,Ocupacion
grande,mujer,adulto_mayor,secundaria,alto ingreso,Bicicleta,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,profesional,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,comerciante
grande,hombre,adulto_mayor,preparatoria,alto ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,alto ingreso,Camión,eficiente,seguro,comerciante
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,inseguro,comerciante
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Autobús foráneo,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,mujer,adulto_joven,preparatoria,alto ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,servidor
grande,mujer,adulto_mayor,profesional,alto ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preescolar,bajo ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,inseguro,comerciante
pequeño,,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,jefe
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
pequeño,mujer,adulto_joven,preparatoria,alto ingreso,Camión,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Bicicleta,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,empleado
grande,hombre,adulto_mayor,primaria,alto ingreso,Automovil,eficiente,seguro,vendedor_ambulante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,comerciante
grande,mujer,adulto_joven,profesional,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,inseguro,jefe
grande,mujer,adulto_joven,primaria,alto ingreso,BRT,eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,BRT,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,BRT,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,profesional,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,alto ingreso,Automovil,eficiente,seguro,empleado
grande,hombre,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,servidor
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,jefe
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_joven,preparatoria,bajo ingreso,Motocicleta,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,seguro,servidor
pequeño,hombre,adulto_joven,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,seguro,empleado
pequeño,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,eficiente,inseguro,servidor
pequeño,mujer,adulto_joven,preparatoria,alto ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_joven,profesional,alto ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
pequeño,mujer,adulto_joven,secundaria,alto ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Animal,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,inseguro,jefe
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,seguro,jefe
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,seguro,servidor
grande,mujer,adulto_joven,primaria,alto ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,profesional,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,mujer,adulto_joven,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Tren urbano (Metro),eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),eficiente,inseguro,jefe
grande,mujer,adulto_mayor,profesional,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
grande,hombre,adulto_joven,secundaria,alto ingreso,Automovil,eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,eficiente,inseguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,seguro,servidor
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Mototaxi,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Autobús foráneo,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,hombre,adulto_mayor,ninguno,bajo ingreso,Colectivo (Combi),eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
grande,mujer,adulto_joven,preparatoria,alto ingreso,Colectivo (Combi),eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Colectivo (Combi),eficiente,seguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,empleado
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),eficiente,seguro,servidor
grande,mujer,adulto_mayor,profesional,alto ingreso,Tren urbano (Metro),eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Camión,eficiente,inseguro,jefe
grande,mujer,adulto_joven,secundaria,alto ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,seguro,servidor
grande,mujer,adulto_mayor,ninguno,bajo ingreso,Mototaxi,eficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,seguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,eficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Mototaxi,eficiente,inseguro,empleado
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Mototaxi,eficiente,seguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Mototaxi,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Mototaxi,eficiente,seguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,inseguro,servidor
grande,hombre,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,ninguno,bajo ingreso,Mototaxi,eficiente,inseguro,jefe
grande,mujer,adulto_joven,profesional,bajo ingreso,Mototaxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Mototaxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,jefe
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Autobús foráneo,eficiente,seguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Bicicleta,eficiente,seguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Automovil,eficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,alto ingreso,Automovil,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_joven,primaria,bajo ingreso,Camión,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,comerciante
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Bicicleta,eficiente,inseguro,jefe
grande,mujer,adulto_joven,preparatoria,alto ingreso,Automovil,eficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,empleado
pequeño,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,eficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,eficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,seguro,servidor
grande,hombre,adulto_mayor,preparatoria,alto ingreso,Motocicleta,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
grande,mujer,adulto_joven,preparatoria,alto ingreso,Colectivo (Combi),eficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,vendedor_ambulante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,inseguro,empleado
pequeño,,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,inseguro,jefe
pequeño,hombre,adulto_mayor,primaria,alto ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_joven,preparatoria,alto ingreso,Motocicleta,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,profesional,alto ingreso,Automovil,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Camión,eficiente,seguro,empleado
grande,,adulto_joven,secundaria,bajo ingreso,Camión,eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,inseguro,comerciante
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,jefe
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Automovil,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,Camión,eficiente,seguro,comerciante
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Taxi,eficiente,inseguro,empleado
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,alto ingreso,Colectivo (Combi),eficiente,inseguro,vendedor_ambulante
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,eficiente,seguro,empleado
grande,,adulto_joven,secundaria,bajo ingreso,Automovil,eficiente,seguro,vendedor_ambulante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_joven,secundaria,alto ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Transporte eléctrico,eficiente,seguro,empleado
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,empleado
grande,hombre,adulto_joven,secundaria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,eficiente,seguro,jefe
pequeño,hombre,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Taxi,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_joven,preparatoria,bajo ingreso,Camión,eficiente,seguro,servidor
pequeño,,adulto_joven,secundaria,alto ingreso,Automovil,eficiente,seguro,jefe
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,inseguro,empleado
pequeño,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Mototaxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Mototaxi,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Automovil,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,seguro,servidor
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Camión,eficiente,seguro,empleado
pequeño,hombre,adulto_mayor,preparatoria,bajo ingreso,Taxi,eficiente,seguro,jefe
grande,mujer,adulto_joven,secundaria,alto ingreso,Taxi,eficiente,seguro,vendedor_ambulante
grande,,adulto_joven,secundaria,bajo ingreso,Autobús foráneo,eficiente,seguro,comerciante
grande,hombre,adulto_joven,preparatoria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
grande,mujer,adulto_joven,primaria,alto ingreso,Automovil,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Camión,eficiente,inseguro,empleado
grande,,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
grande,,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,ninguno,alto ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,jefe
pequeño,mujer,adulto_joven,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
grande,,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Tren urbano (Metro),eficiente,seguro,comerciante
grande,,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_mayor,profesional,alto ingreso,Taxi,eficiente,inseguro,comerciante
grande,mujer,adulto_joven,primaria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Autobús foráneo,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
pequeño,hombre,adulto_mayor,ninguno,alto ingreso,Automovil,eficiente,seguro,empleado
pequeño,mujer,adulto_joven,primaria,bajo ingreso,Camión,eficiente,seguro,empleado
pequeño,mujer,adulto_joven,primaria,bajo ingreso,Camión,eficiente,seguro,empleado
pequeño,,adulto_mayor,secundaria,bajo ingreso,BRT,eficiente,seguro,comerciante
pequeño,mujer,adulto_joven,primaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Camión,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,preescolar,bajo ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_joven,secundaria,alto ingreso,Taxi,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Mototaxi,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Motocicleta,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Tren urbano (Metro),eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Mototaxi,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,eficiente,seguro,comerciante
